AC113430.1	ENST00000506872	5	+	58197	58915	58915	58915	1	58197,	58915,
LINC02533	ENST00000563079	6	+	4491806	4495769	4495769	4495769	2	4491806,4493881,	4492190,4495769,
AL133393.1	ENST00000603277	6	+	4529721	4530008	4530008	4530008	1	4529721,	4530008,
AL034376.2	ENST00000568110	6	-	4599286	4602420	4602420	4602420	2	4599286,4602176,	4599615,4602420,
AL034376.1	ENST00000380106	6	+	4610611	4611919	4611919	4611919	2	4610611,4610977,	4610812,4611919,
PSMC1P11	ENST00000405257	6	+	4702462	4703779	4703779	4703779	1	4702462,	4703779,
CDYL	ENST00000328908	6	+	4706158	4955547	4715778	4954056	9	4706158,4715740,4734761,4891712,4935514,4937564,4943545,4952265,4953897,	4706251,4715881,4734844,4892379,4935771,4937737,4943756,4952409,4955547,
CDYL	ENST00000491864	6	+	4715840	4892112	4892112	4892112	4	4715840,4733158,4734761,4891712,	4715881,4733248,4734844,4892112,
CDYL	ENST00000440139	6	+	4772970	4943597	4773147	4943597	4	4772970,4935514,4937564,4943545,	4773178,4935771,4937737,4943597,
CDYL	ENST00000483019	6	+	4773040	4892347	4892347	4892347	2	4773040,4891712,	4773178,4892347,
CDYL	ENST00000397588	6	+	4776403	4955544	4776783	4954056	7	4776403,4891712,4935514,4937564,4943545,4952265,4953897,	4776807,4892379,4935771,4937737,4943756,4952409,4955544,
CDYL	ENST00000472453	6	+	4776441	4954510	4954510	4954510	6	4776441,4935514,4937564,4943545,4952265,4953897,	4776807,4935771,4937737,4943756,4952409,4954510,
CDYL	ENST00000449732	6	+	4836097	4954373	4892084	4954056	7	4836097,4891712,4935514,4937564,4943545,4952265,4953897,	4836308,4892379,4935771,4937737,4943756,4952409,4954373,
CDYL	ENST00000343762	6	+	4889991	4955551	4892084	4954056	7	4889991,4891712,4935514,4937564,4943545,4952265,4953897,	4890126,4892379,4935771,4937737,4943756,4952409,4955551,
CDYL	ENST00000469671	6	+	4928694	4943813	4943813	4943813	4	4928694,4935514,4937564,4943545,	4928728,4935771,4937737,4943813,
AL356747.1	ENST00000643972	6	-	4714097	4724885	4724885	4724885	3	4714097,4718526,4724410,	4714908,4718594,4724885,
AL022725.1	ENST00000436283	6	-	4774525	4775408	4775408	4775408	2	4774525,4775271,	4774757,4775408,
AL359643.1	ENST00000404109	6	+	4979071	4979494	4979494	4979494	1	4979071,	4979494,
RPP40	ENST00000380051	6	-	4994731	5004047	4995077	5004002	8	4994731,4995950,4996221,4998715,4999808,5000562,5002100,5003879,	4995276,4996085,4996420,4998841,4999904,5000631,5002245,5004047,
RPP40	ENST00000319533	6	-	4995046	5004036	4995077	5004002	7	4995046,4995950,4996221,4998715,4999808,5002100,5003879,	4995276,4996085,4996420,4998841,4999904,5002245,5004036,
RPP40	ENST00000618533	6	-	4995048	5004063	4995077	5004002	7	4995048,4995950,4996221,4999808,5000562,5002100,5003879,	4995276,4996085,4996420,4999904,5000631,5002245,5004063,
RPP40	ENST00000464646	6	-	4995077	5003658	4995077	5002188	8	4995077,4995950,4996221,4998715,4999808,5000562,5002100,5003585,	4995276,4996085,4996420,4998841,4999904,5000631,5002245,5003658,
RPP40	ENST00000468105	6	-	4998687	5004047	5004047	5004047	5	4998687,4999808,5000562,5002100,5003879,	4998841,4999904,5000631,5002245,5004047,
RPP40	ENST00000479782	6	-	4998827	5004018	5000594	5004002	6	4998827,4999808,5000562,5001093,5002100,5003879,	4998841,4999904,5000631,5001130,5002245,5004018,
RPP40	ENST00000483546	6	-	5001775	5004063	5004063	5004063	2	5001775,5003879,	5002245,5004063,
AL359643.3	ENST00000653195	6	+	5003773	5031746	5031746	5031746	3	5003773,5021380,5030772,	5003959,5021473,5031746,
AL359643.3	ENST00000671039	6	+	5003777	5043962	5043962	5043962	3	5003777,5021380,5042505,	5003959,5021473,5043962,
AL359643.3	ENST00000663198	6	+	5003777	5043590	5043590	5043590	3	5003777,5021380,5042587,	5003959,5021473,5043590,
AL359643.3	ENST00000661080	6	+	5003777	5045578	5045578	5045578	4	5003777,5021380,5042505,5044454,	5003959,5021473,5042847,5045578,
AL359643.3	ENST00000655306	6	+	5003815	5043240	5043240	5043240	4	5003815,5021380,5022428,5042505,	5003959,5021473,5022576,5043240,
AL359643.3	ENST00000661740	6	+	5029957	5043447	5043447	5043447	2	5029957,5042505,	5030195,5043447,
AL359643.3	ENST00000655665	6	+	5029966	5043460	5043460	5043460	3	5029966,5030772,5042505,	5030195,5031022,5043460,
AL359643.3	ENST00000606761	6	+	5029971	5043449	5043449	5043449	2	5029971,5042587,	5030195,5043449,
AL359643.3	ENST00000654379	6	+	5029971	5043573	5043573	5043573	2	5029971,5042587,	5030195,5043573,
AL359643.3	ENST00000666739	6	+	5029971	5043435	5043435	5043435	3	5029971,5030748,5042505,	5030195,5031022,5043435,
AL359643.3	ENST00000654506	6	+	5029989	5043237	5043237	5043237	3	5029989,5030804,5042464,	5030195,5031022,5043237,
AL359643.3	ENST00000659006	6	+	5029989	5031752	5031752	5031752	2	5029989,5030772,	5030195,5031752,
AL359643.3	ENST00000661051	6	+	5029989	5043240	5043240	5043240	3	5029989,5040629,5042587,	5030195,5040687,5043240,
AL359643.3	ENST00000657816	6	+	5029989	5043585	5043585	5043585	3	5029989,5040629,5042505,	5030195,5040687,5043585,
AL359643.3	ENST00000666518	6	+	5029989	5033851	5033851	5033851	3	5029989,5030804,5033626,	5030195,5031022,5033851,
AL359643.3	ENST00000657867	6	+	5029989	5043477	5043477	5043477	4	5029989,5030804,5040629,5042505,	5030195,5031022,5040687,5043477,
AL359643.3	ENST00000665374	6	+	5029990	5031125	5031125	5031125	2	5029990,5030748,	5030195,5031125,
AL359643.3	ENST00000607327	6	+	5030030	5042940	5042940	5042940	2	5030030,5042505,	5030195,5042940,
AL359643.3	ENST00000606767	6	+	5030075	5031125	5031125	5031125	2	5030075,5030804,	5030195,5031125,
AL359643.3	ENST00000655309	6	+	5072600	5080946	5080946	5080946	2	5072600,5079555,	5072734,5080946,
AL359643.2	ENST00000606227	6	-	5031755	5054423	5054423	5054423	2	5031755,5054077,	5034682,5054423,
AL139094.1	ENST00000405549	6	-	5065794	5066982	5066982	5066982	1	5065794,	5066982,
PPP1R3G	ENST00000405617	6	+	5084580	5089487	5085485	5086562	1	5084580,	5089487,
LYRM4	ENST00000330636	6	-	5102592	5260939	5109422	5260733	3	5102592,5216617,5260647,	5109491,5216738,5260939,
LYRM4	ENST00000606472	6	-	5103628	5109234	5109234	5109234	2	5103628,5108551,	5103950,5109234,
LYRM4	ENST00000468929	6	-	5108418	5260742	5109454	5260733	2	5108418,5260647,	5109491,5260742,
LYRM4	ENST00000464010	6	-	5108422	5260733	5144178	5260733	4	5108422,5144137,5216617,5260647,	5109491,5144262,5216738,5260733,
LYRM4	ENST00000463032	6	-	5108472	5216738	5113315	5216738	3	5108472,5113070,5216617,	5109491,5113417,5216738,
LYRM4	ENST00000458438	6	-	5108727	5132894	5132894	5132894	2	5108727,5132717,	5109491,5132894,
LYRM4	ENST00000480566	6	-	5136173	5260742	5138733	5260733	4	5136173,5138707,5216617,5260647,	5136866,5138739,5216738,5260742,
LYRM4	ENST00000500576	6	-	5186599	5260737	5186794	5260733	3	5186599,5216617,5260647,	5186980,5216738,5260737,
LYRM4	ENST00000455814	6	-	5236283	5260721	5260721	5260721	3	5236283,5240525,5260647,	5236461,5240723,5260721,
MIR3691	ENST00000578066	6	-	5148232	5148322	5148322	5148322	1	5148232,	5148322,
FARS2	ENST00000324331	6	+	5261043	5771429	5368570	5771429	7	5261043,5368549,5404541,5431040,5545179,5613168,5771290,	5261358,5369182,5404701,5431172,5545340,5613320,5771429,
FARS2	ENST00000602691	6	+	5261325	5368712	5368570	5368712	3	5261325,5272425,5368549,	5261660,5272489,5368712,
FARS2	ENST00000648580	6	+	5261498	5829192	5368570	5821792	9	5261498,5368549,5404541,5431040,5545179,5613168,5821707,5822027,5827143,	5261660,5369182,5404701,5431172,5545340,5613320,5821865,5822304,5829192,
FARS2	ENST00000274680	6	+	5261525	5771580	5368570	5771429	7	5261525,5368549,5404541,5431040,5545179,5613168,5771290,	5261660,5369182,5404701,5431172,5545340,5613320,5771580,
FARS2	ENST00000445533	6	+	5404541	5431810	5404541	5431682	3	5404541,5431040,5431668,	5404701,5431172,5431810,
AL121978.1	ENST00000402778	6	-	5291029	5291388	5291388	5291388	1	5291029,	5291388,
AL021328.1	ENST00000602674	6	-	5451682	5458033	5458033	5458033	3	5451682,5456952,5457893,	5452757,5457028,5458033,
AL021328.1	ENST00000602284	6	-	5452467	5458075	5458075	5458075	2	5452467,5457893,	5452757,5458075,
HNRNPA1P37	ENST00000404243	6	-	5609226	5610195	5610195	5610195	1	5609226,	5610195,
AL022097.1	ENST00000602500	6	-	5664984	5695272	5695272	5695272	4	5664984,5668036,5694881,5695144,	5665458,5668113,5695008,5695272,
AL136968.2	ENST00000407959	6	-	5788345	5788699	5788699	5788699	1	5788345,	5788699,
AL136968.1	ENST00000403053	6	-	5817420	5818366	5818366	5818366	1	5817420,	5818366,
AL136307.1	ENST00000454882	6	+	5851505	5870220	5870220	5870220	3	5851505,5852062,5870040,	5851662,5852136,5870220,
RN7SL221P	ENST00000466190	6	-	5918563	5918844	5918844	5918844	1	5918563,	5918844,
PKMP5	ENST00000454707	6	+	5972411	5974012	5974012	5974012	1	5972411,	5974012,
NRN1	ENST00000244766	6	-	5997998	6006925	5998975	6006749	3	5997998,6002352,6006694,	5999204,6002497,6006925,
NRN1	ENST00000622188	6	-	5998001	6004044	5998975	6003730	4	5998001,6002352,6003168,6003702,	5999204,6002497,6003273,6004044,
NRN1	ENST00000616243	6	-	5998001	6007605	5998975	6006749	4	5998001,6002352,6006694,6007486,	5999204,6002497,6006783,6007605,
NRN1	ENST00000495850	6	-	5998714	6002963	6002963	6002963	3	5998714,6002352,6002825,	5999204,6002497,6002963,
F13A1	ENST00000264870	6	-	6144084	6320834	6145618	6318664	15	6144084,6151812,6167457,6174579,6181987,6195796,6197222,6222032,6224685,6248311,6250810,6266557,6305350,6318534,6320586,	6145772,6151949,6167618,6174867,6182141,6195885,6197326,6222171,6224860,6248419,6250929,6266809,6305539,6318682,6320834,
F13A1	ENST00000445223	6	-	6206410	6224808	6206556	6224808	3	6206410,6222032,6224685,	6206602,6222171,6224808,
F13A1	ENST00000479211	6	-	6250906	6305654	6305654	6305654	3	6250906,6266557,6305350,	6250929,6266809,6305654,
F13A1	ENST00000414279	6	-	6266712	6321013	6266712	6318664	5	6266712,6305350,6318534,6320586,6320938,	6266809,6305539,6318682,6320659,6321013,
F13A1	ENST00000431222	6	-	6266733	6320905	6266733	6320870	5	6266733,6305350,6318534,6320586,6320799,	6266809,6305539,6318682,6320659,6320905,
F13A1	ENST00000451619	6	-	6305112	6320642	6305300	6320642	3	6305112,6318534,6320586,	6305539,6318682,6320642,
MIR7853	ENST00000584820	6	-	6169303	6169435	6169435	6169435	1	6169303,	6169435,
MIR5683	ENST00000636514	6	+	6169333	6169409	6169409	6169409	1	6169333,	6169409,
LY86-AS1	ENST00000429345	6	-	6346464	6622744	6622744	6622744	8	6346464,6348610,6366354,6369001,6438575,6564294,6569417,6622631,	6347420,6348750,6366609,6369155,6438732,6564388,6569489,6622744,
LY86-AS1	ENST00000658580	6	-	6360343	6622733	6622733	6622733	8	6360343,6366354,6369001,6438575,6492892,6564294,6569417,6622631,	6362361,6366609,6369155,6438732,6493138,6564388,6569489,6622733,
LY86-AS1	ENST00000435641	6	-	6360590	6622695	6622695	6622695	7	6360590,6366354,6369001,6438575,6564294,6591155,6622631,	6362361,6366609,6369155,6438732,6564388,6591479,6622695,
LY86-AS1	ENST00000665459	6	-	6360635	6622699	6622699	6622699	7	6360635,6366354,6369001,6438575,6564294,6569417,6622631,	6362361,6366609,6369155,6438732,6564388,6569489,6622699,
LY86-AS1	ENST00000669477	6	-	6366069	6622771	6622771	6622771	7	6366069,6369001,6438575,6492892,6564294,6620754,6622631,	6366609,6369155,6438732,6493138,6564388,6621383,6622771,
LY86-AS1	ENST00000655679	6	-	6366069	6622756	6622756	6622756	6	6366069,6369001,6438575,6492892,6564294,6622631,	6366609,6369155,6438732,6493138,6564388,6622756,
LY86-AS1	ENST00000447858	6	-	6366131	6587193	6587193	6587193	4	6366131,6369001,6438575,6587044,	6366609,6369155,6438732,6587193,
LY86-AS1	ENST00000606992	6	-	6475305	6492984	6492984	6492984	2	6475305,6492892,	6475758,6492984,
LY86-AS1	ENST00000653438	6	-	6561540	6622740	6622740	6622740	2	6561540,6622631,	6564388,6622740,
LY86-AS1	ENST00000661991	6	-	6616115	6622695	6622695	6622695	2	6616115,6622631,	6616860,6622695,
LY86-AS1	ENST00000607278	6	-	6618605	6622739	6622739	6622739	2	6618605,6622631,	6621469,6622739,
LY86-AS1	ENST00000606044	6	-	6620963	6622697	6622697	6622697	2	6620963,6622631,	6621469,6622697,
SNAPC5P1	ENST00000403621	6	-	6347080	6347381	6347381	6347381	1	6347080,	6347381,
AL162719.1	ENST00000649026	6	+	6450355	6507443	6507443	6507443	4	6450355,6488875,6504535,6505355,	6450557,6488954,6504687,6507443,
CNN3P1	ENST00000401596	6	+	6534696	6535631	6535631	6535631	1	6534696,	6535631,
LY86	ENST00000379953	6	+	6588107	6654983	6588734	6654627	6	6588107,6588725,6624925,6626292,6649624,6654543,	6588450,6588870,6625012,6626421,6649677,6654983,
LY86	ENST00000230568	6	+	6588719	6654982	6588734	6654627	5	6588719,6624925,6626292,6649624,6654543,	6588870,6625012,6626421,6649677,6654982,
AL031123.2	ENST00000563225	6	-	6680308	6683633	6683633	6683633	1	6680308,	6683633,
AL031123.3	ENST00000623345	6	+	6685147	6686984	6686984	6686984	1	6685147,	6686984,
AL031123.1	ENST00000662196	6	-	6692740	6695027	6695027	6695027	2	6692740,6693676,	6693180,6695027,
AL031123.1	ENST00000656346	6	-	6692740	6738946	6738946	6738946	4	6692740,6710871,6711696,6738908,	6693180,6710981,6711858,6738946,
AL031123.1	ENST00000432823	6	-	6692743	6711002	6711002	6711002	2	6692743,6710871,	6693180,6711002,
AL031123.1	ENST00000669831	6	-	6704339	6739030	6739030	6739030	4	6704339,6710871,6711696,6738908,	6705078,6710981,6711858,6739030,
AL031123.1	ENST00000666858	6	-	6704662	6734924	6734924	6734924	4	6704662,6710871,6711696,6734870,	6705078,6710981,6711858,6734924,
AL031123.1	ENST00000648205	6	-	6704670	6739030	6739030	6739030	4	6704670,6710871,6711696,6738908,	6705078,6711059,6711858,6739030,
AL031123.4	ENST00000663164	6	+	6710890	6713970	6713970	6713970	2	6710890,6713710,	6711067,6713970,
AL031123.5	ENST00000655459	6	+	6725035	6733191	6733191	6733191	2	6725035,6728995,	6725300,6733191,
AL136361.1	ENST00000435429	6	-	6758275	6759291	6759291	6759291	2	6758275,6758954,	6758444,6759291,
BTF3P7	ENST00000407097	6	-	6794914	6795402	6795402	6795402	1	6794914,	6795402,
AL158817.1	ENST00000422310	6	-	6901021	6918715	6918715	6918715	2	6901021,6918509,	6901748,6918715,
RN7SL554P	ENST00000468197	6	-	6938605	6938897	6938897	6938897	1	6938605,	6938897,
AL139390.1	ENST00000423568	6	+	6993190	6995727	6995727	6995727	3	6993190,6995049,6995323,	6993372,6995153,6995727,
RREB1	ENST00000379933	6	+	7107596	7249274	7181911	7248968	12	7107596,7176654,7181123,7181869,7187433,7189158,7210803,7211572,7226466,7228996,7246423,7248510,	7107768,7176773,7181246,7182082,7187523,7189322,7210948,7211709,7226656,7231907,7247221,7249274,
RREB1	ENST00000491191	6	+	7107798	7189306	7181911	7189306	6	7107798,7176654,7181123,7181869,7187433,7189158,	7108060,7176773,7181289,7182082,7187523,7189306,
RREB1	ENST00000471433	6	+	7107820	7210871	7181911	7210871	7	7107820,7176654,7181123,7181869,7187433,7189158,7210803,	7108064,7176773,7181246,7182082,7187523,7189322,7210871,
RREB1	ENST00000379938	6	+	7107960	7251980	7181911	7248968	13	7107960,7176654,7181123,7181869,7187433,7189158,7210803,7211572,7226466,7228996,7240437,7246423,7248510,	7108060,7176773,7181246,7182082,7187523,7189322,7210948,7211709,7226656,7231907,7240602,7247221,7251980,
RREB1	ENST00000467782	6	+	7108025	7181923	7181911	7181923	4	7108025,7176654,7181123,7181869,	7108060,7176773,7181158,7181923,
RREB1	ENST00000334984	6	+	7108030	7250012	7181911	7248968	12	7108030,7176654,7181123,7181869,7187433,7189158,7210803,7211572,7226466,7228996,7240437,7248510,	7108060,7176773,7181246,7182082,7187523,7189322,7210948,7211709,7226656,7231907,7240602,7250012,
RREB1	ENST00000349384	6	+	7108030	7251030	7181911	7248968	12	7108030,7176654,7181123,7181869,7187433,7189158,7210803,7211572,7226466,7228996,7246423,7248510,	7108060,7176773,7181246,7182082,7187523,7189322,7210948,7211709,7226656,7231907,7247221,7251030,
RREB1	ENST00000475946	6	+	7108631	7219091	7219091	7219091	7	7108631,7176654,7181123,7187433,7189158,7210803,7211572,	7108702,7176773,7182082,7187523,7189322,7210948,7219091,
RREB1	ENST00000483150	6	+	7139244	7230433	7181911	7230433	11	7139244,7140647,7176654,7181123,7181869,7187433,7189158,7210803,7211572,7226466,7228996,	7139298,7140808,7176773,7181246,7182082,7187523,7189322,7210948,7211709,7226656,7230433,
RREB1	ENST00000611109	6	+	7230641	7250012	7230892	7248968	5	7230641,7246423,7246667,7246761,7248510,	7231907,7246665,7246760,7247221,7250012,
AL355336.1	ENST00000451355	6	+	7183082	7185287	7185287	7185287	2	7183082,7184507,	7183978,7185287,
RF00019	ENST00000364613	6	-	7187581	7187686	7187686	7187686	1	7187581,	7187686,
AL589644.1	ENST00000657956	6	+	7232555	7232678	7232678	7232678	1	7232555,	7232678,
AL139095.5	ENST00000650292	6	-	7258909	7261993	7261993	7261993	2	7258909,7261755,	7259856,7261993,
SSR1	ENST00000474597	6	-	7268305	7313207	7269129	7313120	10	7268305,7289867,7295087,7295391,7297922,7298746,7301309,7303549,7309916,7313041,	7269154,7289931,7295102,7295485,7298001,7298823,7301572,7303637,7310029,7313207,
SSR1	ENST00000650389	6	-	7268532	7313220	7287912	7313120	10	7268532,7287861,7289867,7295391,7297922,7298746,7301309,7303549,7309916,7313041,	7269154,7287922,7289931,7295485,7298001,7298823,7301572,7303637,7310029,7313220,
SSR1	ENST00000475213	6	-	7268937	7289850	7289850	7289850	3	7268937,7287861,7289682,	7269154,7287922,7289850,
SSR1	ENST00000244763	6	-	7281142	7313199	7289863	7313120	8	7281142,7295391,7297922,7298746,7301309,7303549,7309916,7313041,	7289931,7295485,7298001,7298823,7301572,7303637,7310029,7313199,
SSR1	ENST00000397511	6	-	7287569	7313198	7289863	7313120	9	7287569,7295087,7295391,7297922,7298746,7301309,7303549,7309916,7313041,	7289931,7295102,7295485,7298001,7298823,7301572,7303637,7310029,7313198,
SSR1	ENST00000489567	6	-	7288681	7313174	7289863	7313120	8	7288681,7295391,7297922,7298746,7301309,7303549,7309916,7313041,	7289931,7295485,7298001,7298823,7301368,7303637,7310029,7313174,
SSR1	ENST00000479365	6	-	7289675	7313182	7289930	7313120	8	7289675,7295384,7297922,7298746,7301309,7303549,7309916,7313041,	7289931,7295485,7298001,7298823,7301572,7303637,7310029,7313182,
SSR1	ENST00000479485	6	-	7295055	7301363	7295383	7301363	4	7295055,7297922,7298746,7301309,	7295485,7298001,7298823,7301363,
SSR1	ENST00000462112	6	-	7296882	7313188	7297110	7313120	7	7296882,7297922,7298746,7301309,7303549,7309916,7313041,	7297209,7298001,7298823,7301572,7303637,7310029,7313188,
SSR1	ENST00000488834	6	-	7301332	7347446	7347446	7347446	5	7301332,7303549,7309916,7334021,7347371,	7301572,7303637,7310029,7334090,7347446,
SSR1	ENST00000483409	6	-	7301389	7313231	7313231	7313231	4	7301389,7303549,7309916,7313041,	7301572,7303633,7310029,7313231,
AL139095.4	ENST00000379928	6	+	7276030	7298872	7298872	7298872	3	7276030,7285822,7298584,	7276168,7285896,7298872,
CAGE1	ENST00000458291	6	-	7326655	7389390	7365612	7387173	14	7326655,7329848,7334021,7355040,7356024,7365467,7365803,7368687,7369918,7373072,7378616,7385784,7386978,7389201,	7326899,7329888,7334090,7355111,7356129,7365630,7365884,7368798,7370065,7374131,7379020,7385872,7387196,7389390,
CAGE1	ENST00000379918	6	-	7326658	7389402	7326857	7387173	14	7326658,7329848,7334021,7355040,7356024,7365467,7365803,7368753,7369918,7373072,7378616,7385784,7386978,7389201,	7326899,7329888,7334090,7355111,7356129,7365575,7365884,7368798,7370065,7374131,7379020,7385872,7387196,7389402,
CAGE1	ENST00000502583	6	-	7326658	7389742	7326857	7387173	14	7326658,7329848,7334021,7355040,7356024,7365467,7365803,7368687,7369918,7373072,7378616,7385784,7386978,7389201,	7326899,7329888,7334090,7355111,7356129,7365575,7365884,7368798,7370065,7374131,7379020,7385872,7387196,7389742,
CAGE1	ENST00000296742	6	-	7326683	7389709	7326857	7378895	11	7326683,7329848,7334021,7355040,7365467,7368687,7369918,7373072,7378616,7385784,7389201,	7326899,7329888,7334090,7355111,7365575,7368798,7370065,7374131,7379020,7385872,7389709,
CAGE1	ENST00000442019	6	-	7326741	7389400	7374084	7387173	14	7326741,7329848,7334021,7355040,7356024,7365467,7365803,7368687,7369918,7373072,7378621,7385784,7386978,7389201,	7326899,7329888,7334090,7355111,7356129,7365575,7365884,7368798,7370065,7374131,7379020,7385872,7387175,7389400,
